Deposit Name,Location,Age of Deposit,Ore Genesis,Remote Sensing Data & Results,Geophysical Data,Type of Deposit,Main/By-Product/Co-Product,Mineralogy,Pathfinder Elements,Geometry of Ore Body,Ore Body Characterization,Host Rocks,Tectonic Settings,Stratigraphy,Control of Mineralization,Geochemical Results,Geological Features,Mineral
Nain-Zhongshan,China,Cretaceous-Tertiary (50-100 Ma),Weathering,ASTER/Landsat mapped karst bauxite,Radiometric surveys mapped bauxite horizons,Karst bauxite,By-product: Ga; Main: Al,"Gallium substitution in diaspore, boehmite","Al, Fe, Ti, Si","Blanket-like, karst-filling",55 t Ga at 50 ppm Ga,Weathered carbonate,Yangtze Platform,Weathered profile over carbonates,Karst development; weathering,Ga: 40-60 ppm; Al₂O₃: 65-75%; Fe₂O₃: 2-8%,High-grade karst bauxite; significant Ga content,Gallium
Parnalba,Brazil,Tertiary-Quaternary (5-30 Ma),Weathering,ASTER/Landsat mapped bauxite plateaus,Radiometric surveys mapped laterite profile,Bauxite,By-product: Ga; Main: Al,Gallium substitution in gibbsite,"Al, Fe, Ti",Blanket-like laterite deposits,45 t Ga at 45 ppm Ga,Weathered sediments,Brazilian Shield,Laterite profile,Intense tropical weathering; leaching,Ga: 35-55 ppm; Al₂O₃: 48-55%; Fe₂O₃: 8-15%,Major bauxite deposit; moderate Ga content,Gallium
Jarrahdale,Australia,Tertiary-Quaternary (2-30 Ma),Weathering,ASTER/Landsat mapped bauxite plateaus,Radiometric surveys mapped laterite profile,Bauxite,By-product: Ga; Main: Al,Gallium substitution in gibbsite,"Al, Fe, Ti",Blanket-like laterite deposits,30 t Ga at 25 ppm Ga,Weathered granites,Yilgarn Craton,Laterite profile,Intense weathering; leaching,Ga: 20-30 ppm; Al₂O₃: 30-35%; Fe₂O₃: 15-25%,Part of Darling Range deposits; lower Ga content,Gallium
Jamaican Bauxites,Jamaica,Tertiary-Quaternary (5-30 Ma),Weathering,ASTER/Landsat mapped bauxite plateaus,Radiometric surveys mapped laterite profile,Bauxite,By-product: Ga; Main: Al,Gallium substitution in gibbsite,"Al, Fe, Ti","Blanket-like, karst-filling",60 t Ga at 50 ppm Ga,Weathered limestone,Caribbean Platform,Terra rossa soils over carbonates,Karst weathering in tropical climate,Ga: 40-60 ppm; Al₂O₃: 45-50%; Fe₂O₃: 15-20%,Major bauxite producer; significant Ga content,Gallium
Aurukun,Australia,Tertiary-Quaternary (2-30 Ma),Weathering,ASTER/Landsat mapped bauxite plateaus,Radiometric surveys mapped laterite profile,Bauxite,By-product: Ga; Main: Al,Gallium substitution in gibbsite,"Al, Fe, Ti",Blanket-like laterite deposits,40 t Ga at 45 ppm Ga,Weathered sediments,Carpentaria Basin,Laterite profile,Intense tropical weathering; leaching,Ga: 35-55 ppm; Al₂O₃: 50-55%; Fe₂O₃: 7-15%,Major bauxite deposit; moderate Ga content,Gallium
Bakhuis,Suriname,Tertiary-Quaternary (5-30 Ma),Weathering,ASTER/Landsat mapped bauxite plateaus,Radiometric surveys mapped laterite profile,Bauxite,By-product: Ga; Main: Al,Gallium substitution in gibbsite,"Al, Fe, Ti",Blanket-like laterite deposits,30 t Ga at 40 ppm Ga,Weathered mafic rocks,Guiana Shield,Laterite profile,Intense tropical weathering; leaching,Ga: 30-50 ppm; Al₂O₃: 45-55%; Fe₂O₃: 5-15%,Major bauxite deposit; moderate Ga content,Gallium
Niyamgiri,India,Tertiary-Quaternary (5-30 Ma),Weathering,ASTER/Landsat mapped bauxite plateaus,Radiometric surveys mapped laterite profile,Bauxite,By-product: Ga; Main: Al,Gallium substitution in gibbsite,"Al, Fe, Ti",Blanket-like laterite deposits,25 t Ga at 40 ppm Ga,Weathered khondalite,Eastern Ghats Belt,Laterite profile,Intense tropical weathering; leaching,Ga: 30-50 ppm; Al₂O₂: 42-48%; Fe₂O₃: 20-25%,Moderate-grade bauxite deposit,Gallium
Roșia Poieni,Romania,Neogene (5-10 Ma),Porphyry,ASTER/Landsat mapped alteration zones,IP surveys mapped sulfide zones; magnetic data outlined intrusion,Porphyry Cu,By-product: Ga; Main: Cu,Trace gallium in sulfides,"Cu, Mo, Au","Stockwork, disseminated",Minor by-product,Andesitic porphyry,Carpathian Arc,Neogene volcanics,Magmatic-hydrothermal; stockwork veining,Ga: 15-25 ppm; Cu: 0.3-0.4%; Mo: 0.01-0.02%,Ga recovered from Cu processing,Gallium
Apex Mine,USA,Jurassic (150-170 Ma),Hydrothermal,ASTER/Landsat mapped alteration zones,IP and resistivity surveys mapped mineralization,Hydrothermal,Main: Ga; By-product: Ge,"Jarosite, gallite, sphalerite","Ge, Cu, Zn, Pb","Vein-like, replacement",Historic producer,Limestone,Basin and Range,Pennsylvanian carbonates,Replacement along fractures,Ga: 0.1-0.5%; Ge: 0.05-0.1%; Zn: 2-5%,Only primary Ga mine; no longer operating,Gallium
Clover/DAP,USA,N/A (Processing facility),,,,Process residue,By-product: Ga; Main: P,Trace gallium in phosphate minerals,"P, REE, U",,Production as by-product,,,,,Ga: 15-30 ppm in phosphate rock,Ga recovered from phosphoric acid production,Gallium
Stawell,Australia,Tertiary-Quaternary (2-30 Ma),Weathering,ASTER/Landsat mapped bauxite plateaus,Radiometric surveys mapped laterite profile,Bauxite,By-product: Ga; Main: Al,Gallium substitution in gibbsite,"Al, Fe, Ti",Blanket-like laterite deposits,15 t Ga at 25 ppm Ga,Weathered basalts,Western Victorian Volcanic Plains,Laterite profile,Intense weathering; leaching,Ga: 20-30 ppm; Al₂O₃: 35-40%; Fe₂O₃: 20-25%,Moderate-grade bauxite deposit,Gallium
Chalco,Mexico,N/A (Processing facility),,,,Process residue,By-product: Ga; Main: Al,Gallium in Bayer process liquor,Al,,Production as by-product,,,,,Ga: 100-150 ppm in Bayer liquor,Ga recovered from aluminum refining,Gallium
Nikolayevskoye,Russia,Tertiary-Quaternary (5-30 Ma),Weathering,ASTER/Landsat mapped bauxite plateaus,Radiometric surveys mapped laterite profile,Bauxite,By-product: Ga; Main: Al,"Gallium substitution in boehmite, diaspore","Al, Fe, Ti",Blanket-like laterite deposits,20 t Ga at 35 ppm Ga,Weathered basalts,Siberian Platform,Laterite profile,Intense weathering; leaching,Ga: 30-40 ppm; Al₂O₃: 48-53%; Fe₂O₃: 12-18%,Moderate-grade bauxite deposit,Gallium
Shanxi,China,Cretaceous-Tertiary (50-100 Ma),Weathering,ASTER/Landsat mapped karst bauxite,Radiometric surveys mapped bauxite horizons,Karst bauxite,By-product: Ga; Main: Al,Gallium substitution in diaspore,"Al, Fe, Ti, Si","Blanket-like, karst-filling",40 t Ga at 45 ppm Ga,Weathered carbonate,North China Platform,Weathered profile over carbonates,Karst development; weathering,Ga: 40-50 ppm; Al₂O₃: 65-75%; Fe₂O₃: 3-8%,High-grade karst bauxite; significant Ga content,Gallium
Feldbiss Fault,Netherlands,Miocene (5-23 Ma),Sedimentary,ASTER/Landsat mapped lignite deposits,Seismic and resistivity surveys defined basin,Coal/lignite,By-product: Ga; Main: Coal,Trace gallium in organic matter,"Al, Ge, U","Stratiform, blanket-like",Minor by-product,Lignite,Northwest European Basin,Tertiary lignite,Low-temperature accumulation in coal,Ga: 10-30 ppm in coal ash,Ga from coal fly ash; experimental recovery,Gallium
Nadzaladevi,Georgia,Cretaceous-Tertiary (50-100 Ma),Weathering,ASTER/Landsat mapped karst bauxite,Radiometric surveys mapped bauxite horizons,Karst bauxite,By-product: Ga; Main: Al,Gallium substitution in boehmite,"Al, Fe, Ti, Si","Blanket-like, karst-filling",15 t Ga at 40 ppm Ga,Weathered carbonate,Greater Caucasus,Weathered profile over carbonates,Karst development; weathering,Ga: 35-45 ppm; Al₂O₃: 55-65%; Fe₂O₃: 10-15%,Moderate-grade karst bauxite deposit,Gallium
Guizhou,China,Permian-Triassic (250-270 Ma),Sedimentary,ASTER/Landsat mapped black shale sequence,Radiometric and EM surveys mapped conductive zones,Black shale,"By-product: Ga; Main: V, Mo",Trace gallium in organic matter,"V, Mo, U, Se",Stratiform,Minor by-product,Black shale,Yangtze Platform,Permian-Triassic black shales,Anoxic basin; organic enrichment,Ga: 20-50 ppm; V₂O₅: 0.5-1.0%; Mo: 500-1000 ppm,Ga from black shale processing; experimental recovery,Gallium
Timan,Russia,Devonian (360-400 Ma),Sedimentary,ASTER/Landsat mapped bauxite horizons,Radiometric surveys mapped bauxite horizons,Bauxite,By-product: Ga; Main: Al,"Gallium substitution in boehmite, diaspore","Al, Fe, Ti",Stratiform,18 t Ga at 35 ppm Ga,Paleoweathered surface,East European Platform,Middle-Upper Devonian,Paleokarst development; weathering,Ga: 30-40 ppm; Al₂O₃: 50-60%; Fe₂O₃: 15-25%,Paleolaterite deposit; moderate Ga content,Gallium
Iszkaszentgyörgy,Hungary,Eocene (34-56 Ma),Weathering,ASTER/Landsat mapped karst bauxite,Radiometric surveys mapped bauxite horizons,Karst bauxite,By-product: Ga; Main: Al,Gallium substitution in boehmite,"Al, Fe, Ti, Si","Blanket-like, karst-filling",10 t Ga at 50 ppm Ga,Weathered carbonate,Transdanubian Range,Weathered profile over carbonates,Karst development; weathering,Ga: 40-60 ppm; Al₂O₃: 50-60%; Fe₂O₃: 15-20%,Mediterranean-type karst bauxite; significant Ga content,Gallium
Ural Aluminum Plant,Russia,N/A (Processing facility),,,,Process residue,By-product: Ga; Main: Al,Gallium in Bayer process liquor,Al,,Production as by-product,,,,,Ga: 80-120 ppm in Bayer liquor,Ga recovered from aluminum refining,Gallium
Volta Aluminium,Ghana,N/A (Processing facility),,,,Process residue,By-product: Ga; Main: Al,Gallium in Bayer process liquor,Al,,Production as by-product,,,,,Ga: 80-120 ppm in Bayer liquor,Ga recovered from aluminum refining,Gallium
Rusal Aughinish,Ireland,N/A (Processing facility),,,,Process residue,By-product: Ga; Main: Al,Gallium in Bayer process liquor,Al,,Production as by-product,,,,,Ga: 80-120 ppm in Bayer liquor,Ga recovered from aluminum refining,Gallium
Orissa,India,Tertiary-Quaternary (5-30 Ma),Weathering,ASTER/Landsat mapped bauxite plateaus,Radiometric surveys mapped laterite profile,Bauxite,By-product: Ga; Main: Al,Gallium substitution in gibbsite,"Al, Fe, Ti",Blanket-like laterite deposits,20 t Ga at 40 ppm Ga,Weathered khondalite,Eastern Ghats Belt,Laterite profile,Intense tropical weathering; leaching,Ga: 30-50 ppm; Al₂O₂: 44-49%; Fe₂O₃: 20-25%,Moderate-grade bauxite deposit,Gallium
Montenegro Bauxites,Montenegro,Cretaceous-Tertiary (50-100 Ma),Weathering,ASTER/Landsat mapped karst bauxite,Radiometric surveys mapped bauxite horizons,Karst bauxite,By-product: Ga; Main: Al,Gallium substitution in boehmite,"Al, Fe, Ti, Si","Blanket-like, karst-filling",8 t Ga at 50 ppm Ga,Weathered carbonate,Dinaric Alps,Weathered profile over carbonates,Karst development; weathering,Ga: 40-60 ppm; Al₂O₃: 55-65%; Fe₂O₃: 10-20%,Mediterranean-type karst bauxite; significant Ga content,Gallium
