Deposit Name,Location,Age of Deposit,Ore Genesis,Remote Sensing Data & Results,Geophysical Data,Type of Deposit,Main/By-Product/Co-Product,Mineralogy,Pathfinder Elements,Geometry of Ore Body,Ore Body Characterization,Host Rocks,Tectonic Settings,Stratigraphy,Control of Mineralization,Geochemical Results,Geological Features,Mineral
Soyatal-Madera,Mexico,Cretaceous-Tertiary (60-80 Ma),Hydrothermal,ASTER/Landsat mapped limestone sequence; multispectral detected alteration zones,IP surveys mapped sulfide bodies; magnetic data detected structures,Stratabound/vein,"Main: Sb, Hg","Stibnite, cinnabar, pyrite","Hg, As, Au","Stratiform, veins",Historic producer,"Limestone, shale",Sierra Madre Oriental,Upper Cretaceous carbonates,Fault control; limestone replacement,Sb: 2.0-3.0%; Hg: 0.1-0.2%; As: 0.2-0.4%,Sb-Hg district; historic producer,Antimony
Signols,Italy,Carboniferous (320-350 Ma),Hydrothermal,ASTER/Landsat mapped vein systems,IP surveys mapped sulfide bodies; magnetic data detected structures,Mesothermal vein,"Main: Sb, Au","Stibnite, pyrite, arsenopyrite, gold","Au, As, Hg",Multiple veins,Historic producer,"Schist, gneiss",Western Alps,Paleozoic metamorphic sequence,Structural control; fault-related,Sb: 3.0-5.0%; Au: 5-10 g/t; As: 0.5-1.0%,Historic high-grade Sb producer,Antimony
Khaidarkan,Kyrgyzstan,Paleogene-Neogene (20-40 Ma),Hydrothermal,ASTER/Landsat mapped limestone sequence; multispectral detected alteration zones,IP surveys mapped sulfide bodies; magnetic data detected structures,Stratabound/vein,"Main: Sb, Hg","Stibnite, cinnabar, realgar, orpiment","Hg, As, Au, Tl","Stratiform, veins",Large producer,"Limestone, sandstone",Tien Shan,Paleogene-Neogene sediments,Fault control; limestone replacement,Sb: 2.5-3.5%; Hg: 0.2-0.4%; As: 0.3-0.7%,Major Sb-Hg district; operating mine,Antimony
Thompson-Setubal,Bolivia,Miocene (5-15 Ma),Hydrothermal,ASTER/Landsat mapped vein systems,IP surveys mapped sulfide bodies; magnetic data detected structures,Epithermal vein,Main: Sb,"Stibnite, pyrite, arsenopyrite","As, Au, Hg",Multiple veins,Historic producer,"Volcanics, sediments",Andean Belt,Miocene volcano-sedimentary sequence,Structural control; volcanic-related,Sb: 2.5-4.0%; As: 0.3-0.6%; Au: 0.5-1.0 g/t,Epithermal Sb veins; historic producer,Antimony
Yellow Pine,USA,Cretaceous (80-85 Ma),Hydrothermal,ASTER/Landsat mapped alteration zones,IP surveys mapped sulfide bodies; magnetic data detected structures,Epithermal,"Main: Au; By-product: Sb, W","Stibnite, scheelite, gold","Au, W, As","Disseminated, veins","88,000 t Sb at 0.5% Sb","Granodiorite, metasediments",Idaho Batholith,Cretaceous intrusives,Structural control; intrusion-related,Sb: 0.4-0.6%; Au: 1-3 g/t; W: 0.1-0.2%,Au-Sb-W deposit; advanced exploration,Antimony
Lake George,Canada,Silurian-Devonian (400-420 Ma),Hydrothermal,ASTER/Landsat mapped contact zone,IP surveys mapped sulfide bodies; magnetic data detected structures,Mesothermal vein,Main: Sb; Co-product: Au,"Stibnite, berthierite, gudmundite","Au, As, W",Multiple veins,"414,000 t at 4.3% Sb","Metasediments, granite",Appalachian Belt,Paleozoic metasediments,Structural control; intrusion-related,Sb: 3.5-5.0%; Au: 0.5-1.0 g/t; W: 0.05-0.1%,High-grade Sb deposit; past producer,Antimony
Dúbrava,Slovakia,Permian (250-280 Ma),Hydrothermal,ASTER/Landsat mapped vein systems,IP surveys mapped sulfide bodies; magnetic data detected structures,Mesothermal vein,Main: Sb,"Stibnite, pyrite, arsenopyrite","As, Au, Hg",Multiple veins,Historic producer,"Schist, gneiss",Western Carpathians,Permian metasediments,Structural control; fault-related,Sb: 2.0-4.0%; As: 0.2-0.5%; Au: 0.5-1.0 g/t,Historic Sb producer; now exhausted,Antimony
Hunan-Guangxi District,China,Devonian-Permian (360-250 Ma),Hydrothermal,ASTER/Landsat mapped limestone sequence; multispectral detected alteration zones,IP surveys mapped sulfide bodies; magnetic data detected structures,Stratabound/vein,Main: Sb,"Stibnite, pyrite, arsenopyrite","As, Au, Hg, Tl","Stratiform, vein swarms",Major Sb district,"Limestone, silty limestone",Yangtze Platform,Upper Devonian-Lower Permian carbonates,Fault control; limestone replacement,Sb: 3.0-5.0%; As: 0.2-0.4%; Au: 0.1-0.3 g/t,Multiple Sb deposits; similar to Xikuangshan,Antimony
Carlin Trend,USA,Eocene (35-40 Ma),Hydrothermal,ASTER/Landsat mapped carbonate sequences; multispectral detected alteration zones,IP surveys mapped sulfide bodies; gravity data detected intrusions,Carlin-type,Main: Au; By-product: Sb,"Stibnite, arsenopyrite, pyrite, gold","Au, As, Hg, Tl","Stratiform, disseminated",By-product resource,"Limestone, silty limestone",Great Basin,Paleozoic carbonates,Fault control; limestone replacement,Sb: 0.1-0.3%; Au: 2-5 g/t; As: 0.5-1.0%,Trace Sb in Carlin-type gold deposits,Antimony
Banska Stiavnica,Slovakia,Miocene (10-15 Ma),Hydrothermal,ASTER/Landsat mapped vein systems; multispectral detected alteration zones,IP surveys mapped sulfide bodies; magnetic data detected structures,Epithermal vein,"Main: Pb, Zn, Ag; By-product: Sb","Tetrahedrite, bournonite, galena, sphalerite","Ag, Pb, Zn, Cu, Au",Multiple veins,Historic producer,"Volcanics, sediments",Western Carpathians,Neogene volcanics,Structural control; volcanic-related,Sb: 0.5-1.0%; Pb: 5-8%; Zn: 3-6%; Ag: 100-300 g/t,Historic mining district; polymetallic veins,Antimony
Dachang,China,Permian-Triassic (250-260 Ma),Hydrothermal,ASTER/Landsat mapped carbonate-volcanic sequences,IP surveys mapped sulfide bodies; magnetic data detected structures,Stratabound/skarn,"Main: Sn; By-product: Sb, Pb, Zn","Cassiterite, stannite, jamesonite, stibnite","Sn, Pb, Zn, Ag, Sb","Stratiform, replacement",By-product resource,"Limestone, volcanics",South China,Permian-Triassic carbonates,Stratabound mineralization; fault control,Sb: 0.5-1.0%; Sn: 0.5-1.0%; Pb: 2-5%; Zn: 3-6%,Complex Sn-polymetallic deposit,Antimony
Aktash,Russia,Triassic-Jurassic (200-220 Ma),Hydrothermal,ASTER/Landsat mapped vein systems,IP surveys mapped sulfide bodies; magnetic data detected structures,Epithermal vein,"Main: Hg, Sb","Cinnabar, stibnite, realgar, orpiment","Hg, As, Au, Tl",Multiple veins,Historic producer,"Volcanics, sediments",Altai-Sayan,Triassic-Jurassic volcanics,Structural control; volcanic-related,Sb: 1.0-2.0%; Hg: 0.5-1.0%; As: 0.5-1.0%,Hg-Sb district; historic producer,Antimony
Coeur d'Alene,USA,Proterozoic (1.4-1.5 Ga),Hydrothermal,ASTER/Landsat mapped fault zones,IP and EM surveys mapped sulfide bodies; magnetic data detected structures,Mesothermal vein,"Main: Pb, Zn, Ag; By-product: Sb","Tetrahedrite, boulangerite, galena, sphalerite","Ag, Pb, Zn, Cu, As",Multiple veins,By-product resource,Belt-Purcell Supergroup,Belt Basin,Proterozoic metasediments,Structural control; fault-related,Sb: 0.2-0.5%; Pb: 5-15%; Zn: 3-10%; Ag: 100-500 g/t,Historic Ag-Pb-Zn district; Sb in tetrahedrite,Antimony
Graechen,Switzerland,Permian (250-280 Ma),Hydrothermal,ASTER/Landsat mapped vein systems,IP surveys mapped sulfide bodies; magnetic data detected structures,Mesothermal vein,Main: Sb,"Stibnite, pyrite, arsenopyrite","As, Au, Hg",Multiple veins,Historic producer,"Gneiss, schist",Western Alps,Permian metamorphics,Structural control; fault-related,Sb: 3.0-5.0%; As: 0.2-0.5%; Au: 0.5-1.0 g/t,Historic high-grade Sb producer,Antimony
Schlaining,Austria,Tertiary (20-30 Ma),Hydrothermal,ASTER/Landsat mapped vein systems,IP surveys mapped sulfide bodies; magnetic data detected structures,Epithermal vein,"Main: Sb, Au","Stibnite, pyrite, gold","Au, As, Hg",Multiple veins,Historic producer,"Schist, phyllite",Eastern Alps,Tertiary intrusives,Structural control; fault-related,Sb: 2.0-4.0%; Au: 2-5 g/t; As: 0.2-0.5%,Historic high-grade Sb-Au producer,Antimony
Kharma,Russia,Permian-Triassic (250-260 Ma),Hydrothermal,ASTER/Landsat mapped limestone sequence,IP surveys mapped sulfide bodies; magnetic data detected structures,Stratabound/vein,Main: Sb,"Stibnite, pyrite, arsenopyrite","As, Au, Hg","Stratiform, veins",Producer,"Limestone, sandstone",Siberian Platform,Permian-Triassic carbonates,Fault control; limestone replacement,Sb: 3.0-5.0%; As: 0.2-0.5%; Au: 0.1-0.3 g/t,Operating Sb mine in Eastern Siberia,Antimony
Schweizerberg,Germany,Carboniferous (320-350 Ma),Hydrothermal,ASTER/Landsat mapped vein systems,IP surveys mapped sulfide bodies; magnetic data detected structures,Mesothermal vein,Main: Sb,"Stibnite, berthierite, pyrite","As, Au, Hg",Multiple veins,Historic producer,"Schist, greywacke",Rhenish Massif,Paleozoic metasediments,Structural control; fault-related,Sb: 2.0-4.0%; As: 0.2-0.4%; Au: 0.5-1.0 g/t,Historic Sb producer,Antimony
Niujiaotang,China,Devonian-Permian (360-250 Ma),Hydrothermal,ASTER/Landsat mapped limestone sequence,IP surveys mapped sulfide bodies; magnetic data detected structures,Stratabound/vein,Main: Sb,"Stibnite, pyrite, arsenopyrite","As, Au, Hg, Tl","Stratiform, vein swarms",Producer,"Limestone, silty limestone",Yangtze Platform,Upper Devonian-Lower Permian carbonates,Fault control; limestone replacement,Sb: 3.0-5.0%; As: 0.2-0.4%; Au: 0.1-0.3 g/t,Part of Hunan-Guangxi Sb belt,Antimony
Gravelotte,South Africa,Archean (3.1 Ga),Hydrothermal,ASTER/Landsat mapped schist belt,IP surveys mapped sulfide zones; magnetic data detected structures,Mesothermal vein,Main: Sb; Co-product: Au,"Stibnite, berthierite, pyrite, arsenopyrite","As, Au, Ag, Hg","Vein swarms, lens-shaped",Part of Antimony Line,"Schist, metavolcanics",Murchison Greenstone Belt,Antimony Line,Structural control; shear zones,Sb: 2.0-3.0%; Au: 1-3 g/t; As: 0.2-0.5%,Part of Twinkling Star district,Antimony
Qinglong,China,Devonian-Permian (360-250 Ma),Hydrothermal,ASTER/Landsat mapped limestone sequence,IP surveys mapped sulfide bodies; magnetic data detected structures,Stratabound/vein,Main: Sb,"Stibnite, pyrite, arsenopyrite","As, Au, Hg, Tl","Stratiform, vein swarms",Producer,"Limestone, silty limestone",Yangtze Platform,Upper Devonian-Lower Permian carbonates,Fault control; limestone replacement,Sb: 3.0-5.0%; As: 0.2-0.4%; Au: 0.1-0.3 g/t,Part of Hunan-Guangxi Sb belt,Antimony
Monarch/Kantishna,USA,Cretaceous-Tertiary (50-70 Ma),Hydrothermal,ASTER/Landsat mapped vein systems,IP surveys mapped sulfide bodies; magnetic data detected structures,Mesothermal vein,"Main: Sb, Au, Ag","Stibnite, pyrite, galena, sphalerite","Au, Ag, Pb, Zn, As",Multiple veins,Historic producer,"Schist, metasediments",Alaska Range,Paleozoic-Mesozoic metamorphics,Structural control; fault-related,Sb: 5.0-20.0%; Au: 10-50 g/t; Ag: 100-500 g/t,Historic high-grade Sb producer in Alaska,Antimony
Palomo,Chile,Miocene (10-15 Ma),Hydrothermal,ASTER/Landsat mapped vein systems,IP surveys mapped sulfide bodies; magnetic data detected structures,Epithermal vein,"Main: Sb, Au","Stibnite, pyrite, gold","Au, As, Hg",Multiple veins,Historic producer,"Volcanics, sediments",Andean Belt,Miocene volcanics,Structural control; volcanic-related,Sb: 2.0-5.0%; Au: 2-10 g/t; As: 0.3-0.6%,High-grade epithermal Sb-Au veins,Antimony
Olympias,Greece,Oligocene (25-35 Ma),Hydrothermal,ASTER/Landsat mapped marble sequence,IP and EM surveys mapped sulfide bodies; magnetic data detected structures,Carbonate replacement,"Main: Pb, Zn, Ag, Au; By-product: Sb","Tetrahedrite, boulangerite, galena, sphalerite","Ag, Pb, Zn, Cu, Au",Massive sulfide replacement,By-product resource,"Marble, gneiss",Rhodope Massif,Paleozoic marbles,Stratabound replacement; fault control,Sb: 0.2-0.5%; Pb: 5-8%; Zn: 5-9%; Au: 7-10 g/t; Ag: 120-150 g/t,Polymetallic massive sulfide; operating mine,Antimony
Uludag,Turkey,Tertiary (20-30 Ma),Hydrothermal,ASTER/Landsat mapped contact zone,IP surveys mapped sulfide bodies; magnetic data detected structures,Skarn/vein,"Main: W; By-product: Sb, Sn","Scheelite, stibnite, cassiterite","W, Sn, F, Zn","Irregular skarn bodies, veins",By-product resource,"Limestone, granite",Western Anatolia,Paleozoic carbonates,Contact metamorphism; fault control,Sb: 0.5-1.0%; W: 0.3-0.5%; Sn: 0.05-0.1%,Complex W-Sn-Sb mineralization; operating mine,Antimony
Rotgülden,Austria,Permian (250-280 Ma),Hydrothermal,ASTER/Landsat mapped vein systems,IP surveys mapped sulfide bodies; magnetic data detected structures,Mesothermal vein,"Main: Sb, Au","Stibnite, berthierite, native antimony, gold","Au, As, Hg",Multiple veins,Historic producer,"Gneiss, amphibolite",Eastern Alps,Permian metamorphics,Structural control; fault-related,Sb: 3.0-10.0%; Au: 5-20 g/t; As: 0.2-0.5%,Historic high-grade Sb-Au producer,Antimony
Red Dog,USA,Mississippian (340-360 Ma),Sedimentary-exhalative,ASTER/Landsat mapped shale sequence,EM surveys mapped massive sulfides; gravity detected dense bodies,SEDEX,"Main: Zn, Pb; By-product: Ag, Sb","Sphalerite, galena, tetrahedrite","Zn, Pb, Ag, Cu, Sb","Stratiform, massive",By-product resource,"Black shale, chert",Brooks Range,Mississippian Kuna Formation,Synsedimentary exhalative,Sb: 0.1-0.3%; Zn: 15-20%; Pb: 4-6%; Ag: 60-80 g/t,World-class SEDEX deposit; Sb in late-stage mineralization,Antimony
