Deposit Name,Location,Age of Deposit,Ore Genesis,Remote Sensing Data & Results,Geophysical Data,Type of Deposit,Main/By-Product/Co-Product,Mineralogy,Pathfinder Elements,Geometry of Ore Body,Ore Body Characterization,Host Rocks,Tectonic Settings,Stratigraphy,Control of Mineralization,Geochemical Results,Geological Features,Mineral
Otanmäki,Finland,Paleoproterozoic (2.05 Ga),Magmatic,ASTER/Landsat mapped mafic intrusion,Magnetic surveys detected magnetite-rich zones,Layered intrusion,"Main: Fe, Ti; Co-product: V","Magnetite, ilmenite","Ti, Fe, V","Stratiform, lens-shaped",Historic producer,Gabbro,Fennoscandian Shield,Otanmäki Intrusion,Magmatic differentiation; crystal settling,V₂O₅: 0.5-0.7%; TiO₂: 8-12%; Fe: 35-40%,Historic Fe-Ti-V mine; closed in 1985,Vanadium
Youkou,China,Neoproterozoic (800 Ma),Magmatic,ASTER/Landsat mapped mafic intrusion,Magnetic surveys detected magnetite-rich zones,Layered intrusion,"Main: V, Ti; Co-product: Fe","Magnetite, ilmenite","Ti, Fe, Cr","Stratiform, lens-shaped",30 Mt at 0.8% V₂O₅,"Gabbro, pyroxenite",Yangtze Craton,Youkou Complex,Magmatic differentiation; crystal settling,V₂O₅: 0.7-0.9%; TiO₂: 12-16%; Fe: 40-45%,Large V-Ti magnetite deposit,Vanadium
Sinarsuk,Greenland,Paleoproterozoic (1.9 Ga),Magmatic,ASTER/Landsat mapped mafic intrusion,Magnetic surveys detected magnetite-rich zones,Layered intrusion,"Main: Ti, V; Co-product: Fe","Ilmenite, magnetite, titanomagnetite","Ti, Fe, Cr","Stratiform, lens-shaped",Exploration target,"Gabbro, pyroxenite",North Atlantic Craton,Sinarsuk Intrusion,Magmatic differentiation; crystal settling,V₂O₅: 0.3-0.5%; TiO₂: 10-15%; Fe: 30-35%,Arctic layered intrusion; exploration-stage,Vanadium
Julia Creek,Australia,Cretaceous (100-120 Ma),Sedimentary,ASTER/Landsat mapped organic-rich shales,Radiometric surveys detected anomalies,Sedimentary,"Main: V; By-product: Mo, Ni","Organic-V complexes, clay minerals","Mo, Ni, Zn, Cu",Stratiform,"6,760 Mt at 0.3% V₂O₅",Oil shale,Eromanga Basin,Toolebuc Formation,Anoxic marine basin; organic enrichment,V₂O₅: 0.3-0.5%; Mo: 200-300 ppm; Ni: 300-500 ppm,"Organic-rich oil shale; low-grade, large tonnage",Vanadium
Balasausqandiq,Kazakhstan,Cambrian-Ordovician (470-520 Ma),Sedimentary-metamorphic,ASTER/Landsat mapped black shale sequence,Radiometric and EM surveys mapped conductive zones,Black shale,"Main: V; By-product: C, Mo, U","Roscoelite, carbonaceous material","C, Mo, U, Ni, Zn","Stratiform, folded",122 Mt at 0.67% V₂O₅,"Black shale, carbonaceous schist",Karatau Basin,Kurumsakty Formation,Anoxic basin; metamorphosed,V₂O₅: 0.5-0.8%; C: 10-15%; Mo: 100-200 ppm,Black shale hosted V deposit; unique processing method,Vanadium
Gibellini,USA,Devonian (380 Ma),Sedimentary,ASTER/Landsat mapped black shale sequence,Radiometric surveys mapped sequence,Black shale,"Main: V; By-product: Zn, Ni","Metavanadate minerals, carbonaceous material","C, Mo, Zn, Ni",Stratiform,22.9 Mt at 0.29% V₂O₅,"Black shale, mudstone",Western US Basin,Woodruff Formation,Anoxic marine basin; organic enrichment,V₂O₅: 0.25-0.35%; Zn: 0.1-0.2%; Ni: 0.02-0.04%,Black shale hosted V deposit; oxide zone,Vanadium
Green Giant,Madagascar,Neoproterozoic (800 Ma),Sedimentary-metamorphic,ASTER/Landsat mapped black shale sequence,Radiometric and EM surveys mapped conductive zones,Black shale,Main: V,"Roscoelite, carbonaceous material","C, U, Mo","Stratiform, folded",49.9 Mt at 0.69% V₂O₅,"Graphitic schist, phyllite",Southwestern Madagascar,Ambaravaramba Group,Anoxic basin; metamorphosed,V₂O₅: 0.6-0.8%; C: 5-8%,Black shale hosted V deposit; high grade,Vanadium
Mianhuakeng,China,Carboniferous (320 Ma),Sedimentary,ASTER/Landsat mapped black shale sequence,Radiometric surveys mapped sequence,Black shale,Main: V; By-product: Mo,"Organic-V complexes, clay minerals","C, Mo, U, Ni",Stratiform,Resource at 0.5% V₂O₅,"Black shale, stone coal",South China,Wuchiaping Formation,Anoxic marine basin; organic enrichment,V₂O₅: 0.4-0.6%; Mo: 300-500 ppm; C: 10-15%,Stone coal V deposit; historic producer,Vanadium
Bigrlyi,Australia,Carboniferous (320-350 Ma),Sedimentary,ASTER/Landsat mapped sandstone sequences,Radiometric surveys detected U anomalies,Sandstone,Main: U; By-product: V,"Carnotite, tyuyamunite","U, Cu, Mo, Se","Tabular, stratabound",7.5 Mt at 0.13% V₂O₅,"Sandstone, conglomerate",Ngalia Basin,Mount Eclipse Sandstone,Redox front; groundwater flow,V₂O₅: 0.1-0.2%; U₃O₈: 0.1-0.15%,Uranium deposit with V by-product,Vanadium
Paradise Peak,USA,Miocene (5-23 Ma),Epithermal,ASTER/Landsat mapped alteration zones,IP and resistivity surveys mapped mineralization,Epithermal,"Main: Au, Ag; By-product: V","Roscoelite, gold, silver","Au, Ag, As, Sb, Hg","Irregular, vein-like",Historic producer,"Volcanic rocks, breccia",Great Basin,Tertiary volcanics,Hydrothermal fluid flow; boiling zone,V₂O₅: 0.1-0.5%; Au: 1-10 g/t; Ag: 10-100 g/t,Epithermal precious metal deposit with V minerals,Vanadium
Carlin,USA,Eocene (35-40 Ma),Carlin-type,ASTER/Landsat mapped alteration zones,IP and resistivity surveys mapped mineralization,Carlin-type,Main: Au; By-product: V,"Roscoelite, gold, pyrite","Au, As, Sb, Hg, Tl","Irregular, disseminated",By-product resource,"Limestone, siltstone",Great Basin,Roberts Mountains Formation,Hydrothermal fluid flow; decalcification,V₂O₅: 0.05-0.2%; Au: 1-5 g/t,Gold deposit with V-bearing mica,Vanadium
Monchetundra,Russia,Paleoproterozoic (2.5 Ga),Magmatic,ASTER/Landsat mapped mafic intrusion,Magnetic surveys detected magnetite-rich zones,Layered intrusion,"Main: PGE, Ni, Cu; By-product: V","Magnetite, pentlandite, chalcopyrite","Ni, Cu, Cr, Pt, Pd","Stratiform, lens-shaped",Resource at 0.15% V₂O₅,"Gabbro, pyroxenite",Kola Peninsula,Monchegorsk Complex,Magmatic differentiation; crystal settling,V₂O₅: 0.1-0.2%; Pt+Pd: 2-5 g/t; Cu: 0.2-0.4%; Ni: 0.2-0.5%,PGE-rich zones associated with V-bearing magnetite,Vanadium
Malencon,Morocco,Proterozoic (600 Ma),Vanadiferous shale,ASTER/Landsat mapped black shale sequence,Radiometric surveys mapped sequence,Black shale,Main: V,"Roscoelite, carbonaceous material","C, Mo, U",Stratiform,Exploration target,"Black shale, carbonaceous rocks",Anti-Atlas belt,Pan-African,Anoxic basin; organic enrichment,V₂O₅: 0.3-0.5%; C: 5-10%,Black shale hosted V deposit,Vanadium
Vantra,South Africa,Paleoproterozoic (2.05 Ga),Magmatic,ASTER/Landsat mapped layered intrusion,Magnetic surveys detected magnetite-rich zones,Layered intrusion,"Main: V; Co-product: Fe, Ti","Magnetite, ilmenite","Ti, Fe, Cr, Pt","Stratiform, laterally extensive",Part of Bushveld Complex,"Gabbro, anorthosite",Craton interior,Rustenburg Layered Suite,Magmatic differentiation; crystal settling,V₂O₅: 1.5-2.0%; TiO₂: 12-16%; Fe: 50-55%,Operating V mine in Bushveld Complex,Vanadium
Taranaki,New Zealand,Miocene (5-23 Ma),Titanomagnetite sand,Remote spectral mapping detected coastal deposits,Ground magnetics mapped sand bodies,Placer,"Main: Fe; By-product: Ti, V","Titanomagnetite, ilmenite","Ti, Fe, V","Sheet-like, coastal deposits",Large resource,Beach sand,West coast placer,Modern beach deposits,Coastal processes; heavy mineral concentration,V₂O₅: 0.3-0.5%; TiO₂: 7-9%; Fe: 55-60%,Titanomagnetite-rich ironsand; operating mine,Vanadium
Chengde,China,Archean (2.7 Ga),Magmatic,ASTER/Landsat mapped mafic intrusion,Magnetic surveys detected magnetite-rich zones,Layered intrusion,"Main: V, Ti; Co-product: Fe","Magnetite, ilmenite","Ti, Fe, Cr","Stratiform, lens-shaped",Resource at 0.5% V₂O₅,"Gabbro, pyroxenite",North China Craton,Chengde Complex,Magmatic differentiation; crystal settling,V₂O₅: 0.4-0.6%; TiO₂: 7-10%; Fe: 35-40%,V-Ti magnetite deposit,Vanadium
Mustavaaran Kaivos,Finland,Paleoproterozoic (2.4-2.5 Ga),Magmatic,ASTER/Landsat mapped mafic intrusion,Magnetic surveys detected magnetite-rich zones,Layered intrusion,"Main: V; Co-product: Fe, Ti","Magnetite, ilmenite","Ti, Fe, Cr","Stratiform, sheet-like",Same as Mustavaara,Gabbro,Fennoscandian Shield,Porttivaara Complex,Magmatic differentiation; crystal settling,V₂O₅: 0.7-0.9%; TiO₂: 4-6%; Fe: 15-20%,Alternative name for Mustavaara deposit,Vanadium
La Sal,USA,Cretaceous-Tertiary (50-70 Ma),Sandstone-type,ASTER/Landsat mapped sandstone sequences,Radiometric surveys detected U anomalies,Sandstone,"Main: U, V","Carnotite, tyuyamunite, coffinite","U, Mo, Se","Tabular, stratabound",Historic producer,Sandstone,Colorado Plateau,Morrison Formation,Redox front; groundwater flow,V₂O₅: 1.0-2.0%; U₃O₈: 0.2-0.4%,Uranium-vanadium district; historic mining,Vanadium
Slick Rock,USA,Cretaceous-Tertiary (50-70 Ma),Sandstone-type,ASTER/Landsat mapped sandstone sequences,Radiometric surveys detected U anomalies,Sandstone,"Main: U, V","Carnotite, tyuyamunite, coffinite","U, Mo, Se","Tabular, stratabound",Historic producer,Sandstone,Colorado Plateau,Morrison Formation,Redox front; groundwater flow,V₂O₅: 1.0-2.0%; U₃O₈: 0.2-0.4%,Uranium-vanadium district; historic mining,Vanadium
Placerville,USA,Cretaceous-Tertiary (50-70 Ma),Sandstone-type,ASTER/Landsat mapped sandstone sequences,Radiometric surveys detected U anomalies,Sandstone,Main: V; By-product: U,"Roscoelite, carnotite","U, Mo, Se","Tabular, stratabound",Historic producer,Sandstone,Colorado Plateau,Entrada Sandstone,Redox front; groundwater flow,V₂O₅: 1.5-3.0%; U₃O₈: 0.1-0.2%,Roscoelite-rich vanadium deposit; historic mining,Vanadium
Arkansas Novaculite,USA,Devonian-Mississippian (345-405 Ma),Sedimentary,ASTER/Landsat mapped novaculite sequence,Radiometric surveys mapped sequence,Sedimentary,Main: V,Vanadium silicates,"Si, P, C",Stratiform,Resource at 0.1-0.5% V₂O₅,"Novaculite, chert",Ouachita Mountains,Arkansas Novaculite Formation,Marine biogenic silica deposition,V₂O₅: 0.1-0.5%; SiO₂: 95-99%,Low-grade V in microcrystalline quartz,Vanadium
