Deposit Name,Location,Age of Deposit,Ore Genesis,Remote Sensing Data & Results,Geophysical Data,Type of Deposit,Main/By-Product/Co-Product,Mineralogy,Pathfinder Elements,Geometry of Ore Body,Ore Body Characterization,Host Rocks,Tectonic Settings,Stratigraphy,Control of Mineralization,Geochemical Results,Geological Features,Mineral
Mibra,Brazil,Neoproterozoic (980 Ma),Magmatic,ASTER/Landsat detected pegmatite signatures,"Radiometric surveys showed K, Th anomalies",LCT pegmatite,"Main: Ta; Co-products: Li, Sn","Tantalite, spodumene, cassiterite","Li, Cs, Rb, Sn, Be","Multiple dykes, 1.5 km length",Resource with 200 ppm Ta₂O₅,Neoproterozoic metasediments,Brasiliano orogen,Intrusive into Itabuna-Salvador-Curaçá block,Structural control along regional faults,Ta₂O₅: 200 ppm; Li₂O: 0.5-0.6%; SnO₂: 0.1-0.2%,Operating Ta mine; multiple pegmatite dykes,Tantalum
Altenburg,Germany,Permian (300 Ma),Rare-metal granite,ASTER/Landsat mapped granite dome,Radiometric and magnetic surveys outlined complex,Rare-metal granite,"Main: Sn; By-product: Ta, Li, W","Columbite-tantalite, cassiterite","Sn, W, Li",Small cupola,Small historic resource,Albite granite,Variscan orogen,Erzgebirge granites,Magmatic differentiation; greisen formation,Ta₂O₅: 50-100 ppm; SnO₂: 0.1-0.2%; WO₃: 0.05-0.1%,Historic tin district; specialized granite,Tantalum
Motzfeldt,Greenland,Paleoproterozoic (1.3 Ga),Alkaline complex,ASTER/Landsat mapped circular complex,Radiometric and magnetic surveys outlined complex,Alkaline complex,"Main: Nb; By-product: Ta, REE, Zr","Pyrochlore, bastnäsite, eudialyte","Nb, REE, Zr, Th, U",Ring complex,340 Mt at 130 ppm Ta₂O₅,"Syenite, nepheline syenite",Gardar Province,Motzfeldt Center,Magmatic and hydrothermal processes,Ta₂O₅: 100-150 ppm; Nb₂O₅: 1500-2500 ppm; REE: 0.3-0.5%,Nb-Ta deposit in alkaline complex,Tantalum
Ghurayyah,Saudi Arabia,Proterozoic (632 Ma),Alkaline granite,ASTER/Landsat mapped intrusion,Radiometric and magnetic surveys outlined complex,Alkaline granite,"Main: Ta, Nb; By-product: REE, Zr, Y","Columbite-tantalite, zircon, xenotime","Nb, REE, Y, Zr, Th, U",Small intrusion,385 Mt at 245 ppm Ta₂O₅,Peralkaline granite,Arabian Shield,Pan-African,Magmatic differentiation,Ta₂O₅: 200-300 ppm; Nb₂O₅: 2400-3200 ppm; REE: 0.4-0.5%,Ta-Nb deposit in evolved granite,Tantalum
Al-Ghurayyah,Saudi Arabia,Proterozoic (632 Ma),Alkaline granite,ASTER/Landsat mapped intrusion,Radiometric and magnetic surveys outlined complex,Alkaline granite,"Main: Ta, Nb; By-product: REE, Zr, Y","Columbite-tantalite, zircon, xenotime","Nb, REE, Y, Zr, Th, U",Small intrusion,Same as Ghurayyah,Peralkaline granite,Arabian Shield,Pan-African,Magmatic differentiation,Ta₂O₅: 200-300 ppm; Nb₂O₅: 2400-3200 ppm; REE: 0.4-0.5%,Alternative name for Ghurayyah deposit,Tantalum
Upper Fir,Canada,Devonian (360 Ma),Carbonatite,ASTER/Landsat mapped carbonatite dikes,Radiometric and magnetic surveys outlined complex,Carbonatite,"Main: Nb, Ta","Pyrochlore, columbite","Nb, P, REE, Ba, Sr",Dike system,36 Mt at 196 ppm Ta₂O₅,Carbonatite dikes,Omenica Belt,Devonian intrusives,Magmatic processes,Ta₂O₅: 160-220 ppm; Nb₂O₅: 1400-1800 ppm,Ta-Nb deposit in carbonatite dikes,Tantalum
Blue River,Canada,Carboniferous (325 Ma),Carbonatite,ASTER/Landsat mapped alkaline complex,Radiometric and magnetic surveys outlined complex,Alkaline complex,"Main: Nb, Ta","Columbite-tantalite, fersmite","Nb, Hf, Zr, Th, U",Dike swarm,61 Mt at 122 ppm Ta₂O₅,"Carbonatite, syenite",Omenica Belt,Upper Carboniferous,Magmatic processes,Ta₂O₅: 100-150 ppm; Nb₂O₅: 1000-1500 ppm,Ta-Nb deposit in dike swarm,Tantalum
Morrua,Mozambique,Proterozoic (550 Ma),Magmatic,ASTER/Landsat mapped pegmatite field,Radiometric surveys showed K anomaly,LCT pegmatite,"Main: Ta; Co-products: Be, Li","Tantalite, beryl, spodumene","Be, Li, Nb, Sn",Multiple dykes,Resource at 0.03% Ta₂O₅,"Proterozoic schist, gneiss",Mozambique Belt,Alto Ligonha Province,Fractionated pegmatite,Ta₂O₅: 250-350 ppm; BeO: 0.05-0.1%; Li₂O: 0.3-0.6%,Historic Ta-producing pegmatite field,Tantalum
Marropino,Mozambique,Proterozoic (550 Ma),Magmatic,ASTER/Landsat mapped pegmatite field,Radiometric surveys showed K anomaly,LCT pegmatite,"Main: Ta; Co-products: Be, Li","Tantalite, beryl, spodumene","Be, Li, Nb, Sn",Multiple dykes,Resource at 0.025% Ta₂O₅,"Proterozoic schist, gneiss",Mozambique Belt,Alto Ligonha Province,Fractionated pegmatite,Ta₂O₅: 200-300 ppm; BeO: 0.04-0.08%; Li₂O: 0.2-0.5%,Operating Ta-producing pegmatite field,Tantalum
Muiane,Mozambique,Proterozoic (550 Ma),Magmatic,ASTER/Landsat mapped pegmatite field,Radiometric surveys showed K anomaly,LCT pegmatite,"Main: Li, Ta; Co-products: Be","Tantalite, beryl, spodumene","Be, Li, Nb, Sn",Multiple dykes,Resource at 0.02% Ta₂O₅,"Proterozoic schist, gneiss",Mozambique Belt,Alto Ligonha Province,Fractionated pegmatite,Ta₂O₅: 150-250 ppm; BeO: 0.03-0.07%; Li₂O: 0.5-1.0%,Li-Ta pegmatite field,Tantalum
Bikita,Zimbabwe,Archean (2.64 Ga),Magmatic,ASTER/Landsat mapped pegmatite signature,"Radiometric surveys showed K, Th anomalies",LCT pegmatite,"Main: Li; Co-products: Cs, Ta","Tantalite, petalite, spodumene, eucryptite, pollucite","Li, Cs, Rb, Be","Irregular dyke-like, 1.5 km length",Resource at 0.01% Ta₂O₅,Archean greenstone,Zimbabwe craton margin,Intruded into Fort Victoria Group,Structural control along fracture zones,Ta₂O₅: 100 ppm; Li₂O: 1.4-1.5%; Cs₂O: 0.2%,Complex zoned pegmatite; Li producer,Tantalum
Lovozero,Russia,Paleozoic (370 Ma),Alkaline intrusion,ASTER/Landsat mapped intrusive complex,Gravity and magnetic data outlined complex internal structure,Peralkaline syenite,"Main: REE, Nb; By-product: Ta, Zr","Loparite, eudialyte","REE, Nb, Zr, Th, Ti",Layered intrusion,Resource at 0.025% Ta₂O₅,Nepheline syenite,Kola Alkaline Province,Lovozero Massif,Magmatic layering,Ta₂O₅: 250 ppm; Nb₂O₅: 2500 ppm; REE: 0.9-1.2%,Layered alkaline complex; loparite mining,Tantalum
Kamativi,Zimbabwe,Archean (2.62 Ga),Magmatic,ASTER/Landsat mapped pegmatite signature,"Radiometric surveys showed K, Th anomalies",LCT pegmatite,"Main: Sn; Co-products: Ta, Li, Nb","Tantalite, cassiterite, spodumene","Sn, Li, Nb, W","Multiple dykes, 3 km strike length",Historic Sn producer; Ta by-product,Archean gneisses and schists,Zimbabwe craton margin,Intruded into Malaputese Formation,Structural control along shear zones,Ta₂O₅: 200 ppm; SnO₂: 0.2%; Li₂O: 0.5-1.0%,Historic tin mine; Ta recovery from tailings,Tantalum
Pilbara,Australia,Archean (2.8-3.1 Ga),Magmatic,ASTER/Landsat mapped pegmatite fields,Radiometric surveys showed K anomalies,LCT pegmatite,"Main: Ta; Co-products: Li, Sn","Tantalite, spodumene, cassiterite","Li, Sn, Nb, Be",Multiple pegmatite fields,Artisanal resource,Archean greenstones,Pilbara Craton,Intrusive into greenstones,Fractionated pegmatites,Ta₂O₅: 200-400 ppm; Li₂O: 0.5-1.5%; SnO₂: 0.05-0.2%,Numerous tantalum pegmatites in Pilbara region,Tantalum
Kaukua,Finland,Paleoproterozoic (2.44 Ga),Layered intrusion,ASTER/Landsat mapped mafic intrusion,Magnetic and gravity surveys outlined intrusion,Layered intrusion,"By-product: Ta; Main: Pd, Pt, Au",Tantalite in PGE reef,"Pd, Pt, Au, Cu, Ni",Stratabound layer,Resource with 15 ppm Ta₂O₅,"Gabbro, pyroxenite",Fennoscandian Shield,Koillismaa Complex,Magmatic layering,Ta₂O₅: 10-20 ppm; Pd: 1.2 g/t; Pt: 0.5 g/t; Au: 0.1 g/t,Low-grade Ta as by-product of PGE mining,Tantalum
Crevier,Canada,Proterozoic (980 Ma),Alkaline intrusion,ASTER/Landsat mapped intrusive complex,Radiometric and magnetic surveys outlined complex,Alkaline complex,"Main: Nb, Ta","Pyrochlore, columbite","Nb, REE, Ba, Sr",Linear intrusion,25.4 Mt at 234 ppm Ta₂O₅,"Syenite, carbonatite",Grenville Province,Crevier Dyke,Magmatic differentiation,Ta₂O₅: 200-270 ppm; Nb₂O₅: 1800-2200 ppm,Linear Nb-Ta bearing syenite intrusion,Tantalum
Three-Mica Granite,Russia,Mesozoic (135 Ma),Rare-metal granite,ASTER/Landsat mapped granite dome,Radiometric and magnetic surveys outlined complex,Rare-metal granite,"Main: Ta, Li; By-product: Nb, Sn, W","Columbite-tantalite, lepidolite","Li, Rb, Cs, Sn, W",Small cupola,Resource at 0.02% Ta₂O₅,Albite-mica granite,Transbaikal region,Mesozoic granites,Magmatic differentiation; greisen formation,Ta₂O₅: 150-250 ppm; Li₂O: 0.3-0.5%; SnO₂: 0.1-0.2%,Li-mica specialized granite,Tantalum
Kanyika,Malawi,Proterozoic (700 Ma),Alkaline intrusion,ASTER/Landsat mapped intrusive complex,Radiometric and magnetic surveys outlined complex,Alkaline complex,"Main: Nb; By-product: Ta, REE","Columbite-tantalite, monazite","Nb, REE, U, Th",Elongated intrusion,67.8 Mt at 203 ppm Ta₂O₅,"Syenite, alkaline granite",East African Rift,Pan-African,Magmatic differentiation,Ta₂O₅: 180-230 ppm; Nb₂O₅: 2500-3200 ppm,Nb-Ta deposit in fractionated intrusion,Tantalum
Echo Bay,Canada,Proterozoic (2.0 Ga),Magmatic,ASTER/Landsat mapped pegmatite field,Radiometric surveys showed K anomaly,NYF pegmatite,"Main: U; By-product: Ta, Nb","Uraninite, euxenite, fergusonite","U, Th, REE, Nb",Multiple dykes,Small historic resource,Proterozoic granites,Great Bear magmatic zone,Intrusive into metasediments,Fractionated pegmatite,Ta₂O₅: 100-200 ppm; Nb₂O₅: 500-700 ppm; U₃O₈: 0.1-0.2%,U-bearing NYF pegmatites,Tantalum
Koktokay,China,Permian (280 Ma),Magmatic,ASTER/Landsat mapped pegmatite signature,"Radiometric surveys showed K, Cs anomalies",LCT pegmatite,"Main: Li, Be; Co-products: Ta, Cs","Tantalite, beryl, spodumene, pollucite","Li, Be, Cs, Rb, Sn",Multiple zoned dykes,Resource at 0.015% Ta₂O₅,Permian granite,Altai Mountains,Intrusive into schists,Highly fractionated pegmatite,Ta₂O₅: 100-200 ppm; Li₂O: 0.8-1.2%; BeO: 0.1-0.2%; Cs₂O: 0.1-0.2%,"Highly zoned, museum-quality pegmatite",Tantalum
Nanping,China,Jurassic (150 Ma),Magmatic,ASTER/Landsat mapped pegmatite field,Radiometric surveys showed K anomaly,LCT pegmatite,"Main: Ta, Nb; Co-products: Be","Columbite-tantalite, beryl","Be, Li, Sn",Multiple dykes,Resource at 0.02% Ta₂O₅,Jurassic granite,Cathaysia Block,Intrusive into schists,Fractionated pegmatite,Ta₂O₅: 150-250 ppm; Nb₂O₅: 200-300 ppm; BeO: 0.1-0.2%,Ta-Nb-Be pegmatite field,Tantalum
Volta Grande,Brazil,Proterozoic (2.2 Ga),Magmatic,ASTER/Landsat mapped pegmatite signature,Radiometric surveys showed K anomaly,LCT pegmatite,"Main: Li; Co-products: Ta, Sn","Tantalite, spodumene, cassiterite","Li, Sn, Nb, Be",Multiple dykes,Resource at 0.01% Ta₂O₅,Proterozoic schist,São Francisco Craton,Intrusive into greenstone,Fractionated pegmatite,Ta₂O₅: 80-120 ppm; Li₂O: 1.3-1.5%; SnO₂: 0.03-0.06%,Li-bearing pegmatite; Ta by-product,Tantalum
Sukulu,Uganda,Cretaceous (100 Ma),Carbonatite,ASTER/Landsat mapped circular structure,"Radiometric detected P, REE anomalies; magnetic data defined circular structure",Carbonatite,"Main: P; By-product: Nb, Ta, REE","Pyrochlore, apatite, monazite","P, REE, Nb, Th",Circular complex,Resource at 0.03% Ta₂O₅,"Carbonatite, sovite",East African Rift,Sukulu Complex,Magmatic and weathering processes,Ta₂O₅: 200-400 ppm; Nb₂O₅: 0.3-0.5%; P₂O₅: 10-15%; REE: 0.5-1.0%,Phosphate-rich carbonatite; weathered surface,Tantalum
Gatumba,Rwanda,Mesoproterozoic (986 Ma),Magmatic,ASTER/Landsat mapped pegmatite field,"Radiometric surveys showed K, Sn anomalies",LCT pegmatite,"Main: Sn; Co-products: Ta, Nb, W","Tantalite, columbite, cassiterite, wolframite","Sn, W, Nb, Li",Multiple dykes,Artisanal resource,Mesoproterozoic schist,Kibaran Belt,Intrusive into Kibaran Belt,Fractionated pegmatite,Ta₂O₅: 300-500 ppm; SnO₂: 0.1-0.3%; WO₃: 0.05-0.1%,Artisanal Ta-Sn mining district,Tantalum
Kivu,DRC,Mesoproterozoic (986 Ma),Magmatic,ASTER/Landsat mapped pegmatite field,"Radiometric surveys showed K, Sn anomalies",LCT pegmatite,"Main: Sn; Co-products: Ta, Nb, W","Tantalite, columbite, cassiterite, wolframite","Sn, W, Nb, Li",Multiple dykes,Artisanal resource,Mesoproterozoic schist,Kibaran Belt,Intrusive into Kibaran Belt,Fractionated pegmatite,Ta₂O₅: 300-500 ppm; SnO₂: 0.1-0.3%; WO₃: 0.05-0.1%,Artisanal Ta-Sn mining district,Tantalum
Niobec,Canada,Proterozoic (650 Ma),Carbonatite,ASTER/Landsat mapped circular structure,Gravity and magnetic surveys outlined complex,Carbonatite,Main: Nb; By-product: Ta,"Pyrochlore, columbite","Ta, REE, Ba, Sr",Vertical plug,455 Mt at 250 ppm Ta₂O₅,"Carbonatite, syenite",St. Lawrence Rift,St-Honoré Complex,Magmatic processes,Ta₂O₅: 200-300 ppm; Nb₂O₅: 4000-5000 ppm,Only North American pyrochlore mine; fresh carbonatite,Tantalum
Golpejas,Spain,Carboniferous (300 Ma),Rare-metal granite,ASTER/Landsat mapped granite dome,Radiometric and magnetic surveys outlined complex,Rare-metal granite,Main: Sn; By-product: Ta,"Tantalite, cassiterite","Sn, W, Li, P",Small cupola,Historic producer,Albite granite,Iberian Massif,Variscan granitoids,Magmatic differentiation; greisen formation,Ta₂O₅: 100-150 ppm; SnO₂: 0.1-0.2%,Historic tin district; specialized granite,Tantalum
Malosa,Malawi,Proterozoic (550 Ma),Magmatic,ASTER/Landsat mapped pegmatite field,Radiometric surveys showed K anomaly,LCT pegmatite,"Main: Ta, Nb; Co-products: Be","Columbite-tantalite, beryl","Be, Li, Sn, Nb",Multiple dykes,Artisanal resource,"Proterozoic schist, gneiss",Mozambique Belt,Pan-African,Fractionated pegmatite,Ta₂O₅: 200-300 ppm; Nb₂O₅: 300-400 ppm; BeO: 0.05-0.1%,Artisanal mining district,Tantalum
